Title,URL,Document tags,Saved date,Reading progress,Location,Seen
Pokémon Legends: Z-A teased for 2025 release,https://www.theverge.com/2024/2/27/24083767/pokemon-legends-z-a-nintendo-switch-2025-launch-date,,2024-02-27 07:43:11+00:00,0,inbox,False
